-2978295.738810000000000 4256653.354810000400000 400
-2928295.738810000000000 4256653.354810000400000 400
-2878295.738810000000000 4256653.354810000400000 400
-2828295.738810000000000 4256653.354810000400000 400
-2778295.738810000000000 4256653.354810000400000 400
-2728295.738810000000000 4256653.354810000400000 400
-2678295.738810000000000 4256653.354810000400000 400
-2628295.738810000000000 4256653.354810000400000 400
-2578295.738810000000000 4256653.354810000400000 400
-2528295.738810000000000 4256653.354810000400000 400
-2478295.738810000000000 4256653.354810000400000 400
-2428295.738810000000000 4256653.354810000400000 400
-2378295.738810000000000 4256653.354810000400000 400
-2328295.738810000000000 4256653.354810000400000 400
-2278295.738810000000000 4256653.354810000400000 400
-2228295.738810000000000 4256653.354810000400000 400
-2178295.738810000000000 4256653.354810000400000 400
-2128295.738810000000000 4256653.354810000400000 400
-2078295.738810000000000 4256653.354810000400000 400
-2028295.738810000000000 4256653.354810000400000 400
-1978295.738810000000000 4256653.354810000400000 400
-1928295.738810000000000 4256653.354810000400000 400
-1878295.738810000000000 4256653.354810000400000 400
-1828295.738810000000000 4256653.354810000400000 400
-1778295.738810000000000 4256653.354810000400000 400
-1728295.738810000000000 4256653.354810000400000 400
-1678295.738810000000000 4256653.354810000400000 400
-1628295.738810000000000 4256653.354810000400000 400
-1578295.738810000000000 4256653.354810000400000 400
-1528295.738810000000000 4256653.354810000400000 400
-1478295.738810000000000 4256653.354810000400000 400
-1428295.738810000000000 4256653.354810000400000 400
-1378295.738810000000000 4256653.354810000400000 400
-1328295.738810000000000 4256653.354810000400000 400
-1278295.738810000000000 4256653.354810000400000 400
-1228295.738810000000000 4256653.354810000400000 400
-1178295.738810000000000 4256653.354810000400000 400
-1128295.738810000000000 4256653.354810000400000 400
-1078295.738810000000000 4256653.354810000400000 400
-1028295.738810000000000 4256653.354810000400000 400
-978295.738810000010000 4256653.354810000400000 400
-928295.738810000010000 4256653.354810000400000 400
-878295.738810000010000 4256653.354810000400000 400
-828295.738810000010000 4256653.354810000400000 400
-778295.738810000010000 4256653.354810000400000 400
-728295.738810000010000 4256653.354810000400000 400
-678295.738810000010000 4256653.354810000400000 400
-628295.738810000010000 4256653.354810000400000 400
-578295.738810000010000 4256653.354810000400000 400
-528295.738810000010000 4256653.354810000400000 400
-478295.738810000010000 4256653.354810000400000 400
-428295.738810000010000 4256653.354810000400000 400
-378295.738810000010000 4256653.354810000400000 400
-328295.738810000010000 4256653.354810000400000 400
-278295.738810000010000 4256653.354810000400000 400.003351327
-228295.738810000010000 4256653.354810000400000 400.010782237
-178295.738810000010000 4256653.354810000400000 400.012866474
-128295.738810000000000 4256653.354810000400000 400.003296622
-78295.738810299998000 4256653.354810000400000 400.017662593
-28295.738810300001000 4256653.354810000400000 399.991021148
21704.261189699999000 4256653.354810000400000 399.120634454
71704.261189700002000 4256653.354810000400000 398.110541144
121704.261190000000000 4256653.354810000400000 397.460003523
171704.261189999990000 4256653.354810000400000 396.700718644
221704.261189999990000 4256653.354810000400000 395.948603017
271704.261189999990000 4256653.354810000400000 395.308350873
321704.261189999990000 4256653.354810000400000 392.415336354
371704.261189999990000 4256653.354810000400000 384.099000132
421704.261189999990000 4256653.354810000400000 379.230363872
471704.261189999990000 4256653.354810000400000 378.567385394
521704.261189999990000 4256653.354810000400000 378.540568914
571704.261189999990000 4256653.354810000400000 378.918492111
621704.261189999990000 4256653.354810000400000 379.687000355
671704.261189999990000 4256653.354810000400000 380.818553695
721704.261189999990000 4256653.354810000400000 382.275911151
771704.261189999990000 4256653.354810000400000 384.017682022
821704.261189999990000 4256653.354810000400000 386.005326801
871704.261189999990000 4256653.354810000400000 388.085171318
921704.261189999990000 4256653.354810000400000 390.085556063
971704.261189999990000 4256653.354810000400000 391.936209332
1021704.261190000000000 4256653.354810000400000 393.609154066
1071704.261190000000000 4256653.354810000400000 395.171217664
1121704.261190000000000 4256653.354810000400000 397.790451787
1171704.261190000000000 4256653.354810000400000 399.877629175
1221704.261190000000000 4256653.354810000400000 400.116846367
1271704.261190000000000 4256653.354810000400000 400.041934303
1321704.261190000000000 4256653.354810000400000 400.002002216
1371704.261190000000000 4256653.354810000400000 400.013226361
1421704.261190000000000 4256653.354810000400000 400.007727857
1471704.261190000000000 4256653.354810000400000 400.000159664
1521704.261190000000000 4256653.354810000400000 400
1571704.261190000000000 4256653.354810000400000 400
1621704.261190000000000 4256653.354810000400000 400
1671704.261190000000000 4256653.354810000400000 400
1721704.261190000000000 4256653.354810000400000 400
1771704.261190000000000 4256653.354810000400000 400.01292742
1821704.261190000000000 4256653.354810000400000 392.452829431
1871704.261190000000000 4256653.354810000400000 294.625113422
1921704.261190000000000 4256653.354810000400000 27.2999516267
1971704.261190000000000 4256653.354810000400000 -163.973292405
2021704.261190000000000 4256653.354810000400000 -199.335731273
2071704.261190000000000 4256653.354810000400000 -200
2121704.261190000000000 4256653.354810000400000 -200
2171704.261190000000000 4256653.354810000400000 -199.99146702
2221704.261190000000000 4256653.354810000400000 -221.155724788
2271704.261190000000000 4256653.354810000400000 -620.740601411
2321704.261190000000000 4256653.354810000400000 -2080.86908927
2371704.261190000000000 4256653.354810000400000 -3557.40148028
2421704.261190000000000 4256653.354810000400000 -3975.31186915
2471704.261190000000000 4256653.354810000400000 -4000.10003038
2521704.261190000000000 4256653.354810000400000 -4000
2571704.261190000000000 4256653.354810000400000 -4000
2621704.261190000000000 4256653.354810000400000 -4000
2671704.261190000000000 4256653.354810000400000 -4000
2721704.261190000000000 4256653.354810000400000 -4000
2771704.261190000000000 4256653.354810000400000 -4000
2821704.261190000000000 4256653.354810000400000 -4000
2871704.261190000000000 4256653.354810000400000 -4000
2921704.261190000000000 4256653.354810000400000 -4000
2971704.261190000000000 4256653.354810000400000 -4000
3021704.261190000000000 4256653.354810000400000 -4000
3071704.261190000000000 4256653.354810000400000 -4000
3121704.261190000000000 4256653.354810000400000 -4000
3171704.261190000000000 4256653.354810000400000 -4000
3221704.261190000000000 4256653.354810000400000 -4000
3271704.261190000000000 4256653.354810000400000 -4000
3321704.261190000000000 4256653.354810000400000 -4000
3371704.261190000000000 4256653.354810000400000 -4000
3421704.261190000000000 4256653.354810000400000 -4000
3471704.261190000000000 4256653.354810000400000 -4000
3521704.261190000000000 4256653.354810000400000 -4000
3571704.261190000000000 4256653.354810000400000 -4000
3621704.261190000000000 4256653.354810000400000 -4000
3671704.261190000000000 4256653.354810000400000 -4000
3721704.261190000000000 4256653.354810000400000 -4000
3771704.261190000000000 4256653.354810000400000 -4000
3821704.261190000000000 4256653.354810000400000 -4000
3871704.261190000000000 4256653.354810000400000 -4000
3921704.261190000000000 4256653.354810000400000 -4000
3971704.261190000000000 4256653.354810000400000 -4000
4021704.261190000000000 4256653.354810000400000 -4000
-2978295.738810000000000 4306653.354810000400000 400
-2928295.738810000000000 4306653.354810000400000 400
-2878295.738810000000000 4306653.354810000400000 400
-2828295.738810000000000 4306653.354810000400000 400
-2778295.738810000000000 4306653.354810000400000 400
-2728295.738810000000000 4306653.354810000400000 400
-2678295.738810000000000 4306653.354810000400000 400
-2628295.738810000000000 4306653.354810000400000 400
-2578295.738810000000000 4306653.354810000400000 400
-2528295.738810000000000 4306653.354810000400000 400
-2478295.738810000000000 4306653.354810000400000 400
-2428295.738810000000000 4306653.354810000400000 400
-2378295.738810000000000 4306653.354810000400000 400
-2328295.738810000000000 4306653.354810000400000 400
-2278295.738810000000000 4306653.354810000400000 400
-2228295.738810000000000 4306653.354810000400000 400
-2178295.738810000000000 4306653.354810000400000 400
-2128295.738810000000000 4306653.354810000400000 400
-2078295.738810000000000 4306653.354810000400000 400
-2028295.738810000000000 4306653.354810000400000 400
-1978295.738810000000000 4306653.354810000400000 400
-1928295.738810000000000 4306653.354810000400000 400
-1878295.738810000000000 4306653.354810000400000 400
-1828295.738810000000000 4306653.354810000400000 400
-1778295.738810000000000 4306653.354810000400000 400
-1728295.738810000000000 4306653.354810000400000 400
-1678295.738810000000000 4306653.354810000400000 400
-1628295.738810000000000 4306653.354810000400000 400
-1578295.738810000000000 4306653.354810000400000 400
-1528295.738810000000000 4306653.354810000400000 400
-1478295.738810000000000 4306653.354810000400000 400
-1428295.738810000000000 4306653.354810000400000 400
-1378295.738810000000000 4306653.354810000400000 400
-1328295.738810000000000 4306653.354810000400000 400
-1278295.738810000000000 4306653.354810000400000 400
-1228295.738810000000000 4306653.354810000400000 400
-1178295.738810000000000 4306653.354810000400000 400
-1128295.738810000000000 4306653.354810000400000 400
-1078295.738810000000000 4306653.354810000400000 400
-1028295.738810000000000 4306653.354810000400000 400
-978295.738810000010000 4306653.354810000400000 400
-928295.738810000010000 4306653.354810000400000 400
-878295.738810000010000 4306653.354810000400000 400
-828295.738810000010000 4306653.354810000400000 400
-778295.738810000010000 4306653.354810000400000 400
-728295.738810000010000 4306653.354810000400000 400
-678295.738810000010000 4306653.354810000400000 400
-628295.738810000010000 4306653.354810000400000 400
-578295.738810000010000 4306653.354810000400000 400
-528295.738810000010000 4306653.354810000400000 400
-478295.738810000010000 4306653.354810000400000 400
-428295.738810000010000 4306653.354810000400000 400
-378295.738810000010000 4306653.354810000400000 400
-328295.738810000010000 4306653.354810000400000 400
-278295.738810000010000 4306653.354810000400000 400
-228295.738810000010000 4306653.354810000400000 400
-178295.738810000010000 4306653.354810000400000 400
-128295.738810000000000 4306653.354810000400000 400
-78295.738810299998000 4306653.354810000400000 400
-28295.738810300001000 4306653.354810000400000 400
21704.261189699999000 4306653.354810000400000 400.012936271
71704.261189700002000 4306653.354810000400000 400.006032357
121704.261190000000000 4306653.354810000400000 399.999343643
171704.261189999990000 4306653.354810000400000 400.021199534
221704.261189999990000 4306653.354810000400000 400.054279524
271704.261189999990000 4306653.354810000400000 400.08337559
321704.261189999990000 4306653.354810000400000 399.947550383
371704.261189999990000 4306653.354810000400000 399.12826228
421704.261189999990000 4306653.354810000400000 398.701788731
471704.261189999990000 4306653.354810000400000 398.660802969
521704.261189999990000 4306653.354810000400000 398.657215964
571704.261189999990000 4306653.354810000400000 398.70728986
621704.261189999990000 4306653.354810000400000 398.805972278
671704.261189999990000 4306653.354810000400000 398.943795124
721704.261189999990000 4306653.354810000400000 399.10894414
771704.261189999990000 4306653.354810000400000 399.290377522
821704.261189999990000 4306653.354810000400000 399.481968024
871704.261189999990000 4306653.354810000400000 399.687634612
921704.261189999990000 4306653.354810000400000 399.914262385
971704.261189999990000 4306653.354810000400000 400.068624452
1021704.261190000000000 4306653.354810000400000 400.123691094
1071704.261190000000000 4306653.354810000400000 400.096625629
1121704.261190000000000 4306653.354810000400000 400.009628228
1171704.261190000000000 4306653.354810000400000 400
1221704.261190000000000 4306653.354810000400000 400
1271704.261190000000000 4306653.354810000400000 400
1321704.261190000000000 4306653.354810000400000 400
1371704.261190000000000 4306653.354810000400000 400
1421704.261190000000000 4306653.354810000400000 400
1471704.261190000000000 4306653.354810000400000 400
1521704.261190000000000 4306653.354810000400000 400
1571704.261190000000000 4306653.354810000400000 400
1621704.261190000000000 4306653.354810000400000 400
1671704.261190000000000 4306653.354810000400000 400
1721704.261190000000000 4306653.354810000400000 400
1771704.261190000000000 4306653.354810000400000 399.995813513
1821704.261190000000000 4306653.354810000400000 387.153862484
1871704.261190000000000 4306653.354810000400000 264.093187098
1921704.261190000000000 4306653.354810000400000 -9.80654944132
1971704.261190000000000 4306653.354810000400000 -174.422197485
2021704.261190000000000 4306653.354810000400000 -199.91582463
2071704.261190000000000 4306653.354810000400000 -199.999926045
2121704.261190000000000 4306653.354810000400000 -200
2171704.261190000000000 4306653.354810000400000 -200.014024105
2221704.261190000000000 4306653.354810000400000 -232.063264418
2271704.261190000000000 4306653.354810000400000 -705.131498673
2321704.261190000000000 4306653.354810000400000 -2224.34156173
2371704.261190000000000 4306653.354810000400000 -3617.06075247
2421704.261190000000000 4306653.354810000400000 -3981.56584183
2471704.261190000000000 4306653.354810000400000 -4000.03955706
2521704.261190000000000 4306653.354810000400000 -4000
2571704.261190000000000 4306653.354810000400000 -4000
2621704.261190000000000 4306653.354810000400000 -4000
2671704.261190000000000 4306653.354810000400000 -4000
2721704.261190000000000 4306653.354810000400000 -4000
2771704.261190000000000 4306653.354810000400000 -4000
2821704.261190000000000 4306653.354810000400000 -4000
2871704.261190000000000 4306653.354810000400000 -4000
2921704.261190000000000 4306653.354810000400000 -4000
2971704.261190000000000 4306653.354810000400000 -4000
3021704.261190000000000 4306653.354810000400000 -4000
3071704.261190000000000 4306653.354810000400000 -4000
3121704.261190000000000 4306653.354810000400000 -4000
3171704.261190000000000 4306653.354810000400000 -4000
3221704.261190000000000 4306653.354810000400000 -4000
3271704.261190000000000 4306653.354810000400000 -4000
3321704.261190000000000 4306653.354810000400000 -4000
3371704.261190000000000 4306653.354810000400000 -4000
3421704.261190000000000 4306653.354810000400000 -4000
3471704.261190000000000 4306653.354810000400000 -4000
3521704.261190000000000 4306653.354810000400000 -4000
3571704.261190000000000 4306653.354810000400000 -4000
3621704.261190000000000 4306653.354810000400000 -4000
3671704.261190000000000 4306653.354810000400000 -4000
3721704.261190000000000 4306653.354810000400000 -4000
3771704.261190000000000 4306653.354810000400000 -4000
3821704.261190000000000 4306653.354810000400000 -4000
3871704.261190000000000 4306653.354810000400000 -4000
3921704.261190000000000 4306653.354810000400000 -4000
3971704.261190000000000 4306653.354810000400000 -4000
4021704.261190000000000 4306653.354810000400000 -4000
-2978295.738810000000000 4356653.354810000400000 400
-2928295.738810000000000 4356653.354810000400000 400
-2878295.738810000000000 4356653.354810000400000 400
-2828295.738810000000000 4356653.354810000400000 400
-2778295.738810000000000 4356653.354810000400000 400
-2728295.738810000000000 4356653.354810000400000 400
-2678295.738810000000000 4356653.354810000400000 400
-2628295.738810000000000 4356653.354810000400000 400
-2578295.738810000000000 4356653.354810000400000 400
-2528295.738810000000000 4356653.354810000400000 400
-2478295.738810000000000 4356653.354810000400000 400
-2428295.738810000000000 4356653.354810000400000 400
-2378295.738810000000000 4356653.354810000400000 400
-2328295.738810000000000 4356653.354810000400000 400
-2278295.738810000000000 4356653.354810000400000 400
-2228295.738810000000000 4356653.354810000400000 400
-2178295.738810000000000 4356653.354810000400000 400
-2128295.738810000000000 4356653.354810000400000 400
-2078295.738810000000000 4356653.354810000400000 400
-2028295.738810000000000 4356653.354810000400000 400
