-40100000 151.99
-39950000 180.72
-39840000 192.01
-39130000 192.38
-39020000 187.13
-38910000 177.51
-38810000 173.32
-38670000 171.98
-38510000 175.95
-38440000 175.03
-38370000 170.61
-38350000 158.74
-38160000 94.57
-38100000 102.01
-38060000 120.01
-38030000 128.25
-37860000 133.3
-37710000 129.57
-37680000 124.88
-37640000 129.8
-37560000 136.63
-37490000 142.74
-37390000 138.89
-37330000 132.74
-37260000 131.7
-37240000 135.95
-37120000 142.24
-37020000 149.51
-36960000 151.31
-36940000 147.46
-36940000 137.74
-36830000 113.39
-36720000 103.46
-36670000 102.64
-36560000 111.11
-36510000 160.95
-36460000 179.26
-36350000 192.65
-36280000 196.3
-36180000 196.27
-36110000 192.24
-36000000 178.86
-35990000 173.42
-35910000 175.68
-35830000 178.81
-35760000 177.32
-35760000 167.15
-35740000 131.72
-35700000 148.02
-35660000 11.14
-35590000 35.06
-35470000 1.01
-35320000 3.1
-35180000 10.06
-34870000 20.46
-34630000 37.69
-34450000 56.48
-34390000 62.07
-34270000 58.13
-34240000 34.01
-34130000 30.26
-33980000 31.49
-33950000 36.7
-33920000 66.96
-33760000 76.43
-33660000 80.81
-33520000 80.86
-33510000 77.24
-33470000 69.37
-33370000 54.24
-33190000 47.36
-33090000 61.37
-33020000 53.36
-32990000 75.68
-32790000 84.25
-32540000 85.26
-32210000 80.86
-31860000 71.45
-31650000 39.53
-31440000 33.28
-31250000 35.06
-31020000 45.04
-30490000 104.17
-30320000 121.33
-30130000 129.1
-30030000 134.09
-29880000 133.22
-29740000 128.24
-29640000 118.39
-29580000 110.65
-29340000 102.57
-29310000 109.11
-29240000 116.37
-29130000 120.64
-29110000 117.23
-29090000 110.65
-29050000 74.3
-28950000 66.96
-28830000 64.18
-28700000 67.69
-28570000 87.1
-28450000 106.63
-28400000 118.46
-28290000 120.7
-28210000 118.73
-28170000 115.33
-28070000 116.88
-27790000 122.31
-27490000 133.26
-27300000 137.18
-27160000 138.3
-26980000 135.75
-26870000 131.01
-26810000 122.48
-26660000 106.79
-26380000 89.36
-25980000 50.62
-25580000 41.64
-25300000 41.24
-25210000 45.69
-25080000 131.13
-25020000 138.83
-24990000 143.23
-24850000 140.14
-24790000 133.87
-24580000 101.21
-24330000 58.24
-24270000 52.51
-24180000 57.08
-24120000 137.11
-24010000 141.38
-23970000 142.98
-23920000 136.57
-23880000 127.42
-23860000 118.79
-23780000 90.11
-23670000 84.39
-23500000 84.86
-23330000 89.76
-23230000 94.67
-23160000 96.25
-23090000 91.11
-22970000 82.68
-22700000 48.16
-22360000 39.65
-22030000 41.76
-21490000 46.98
-20830000 52.24
-20270000 53.39
-20090000 52.9
-19960000 49.72
-19850000 39.7
-19770000 25.76
-19690000 -67.45
-19500000 -75.56
-19330000 -79.08
-19280000 -75.59
-19150000 -69.08
-19000000 -12.78
-18810000 -3.88
-18410000 -0.8
-18040000 -0.31
-17660000 -2.4
-17220000 -7.99
-16920000 -19.1
-16750000 -24.48
-16660000 -24.18
-16600000 -21.87
-16450000 -16.32
-16340000 -2
-16250000 7.56
-16240000 11.3
-16050000 11.02
-15850000 5.11
-15720000 -2.98
-15650000 -18.13
-15650000 -23.1
-15420000 -26.22
-15210000 -23.48
-15040000 -18.48
-14860000 20.72
-14580000 29.71
-14300000 35.37
-14060000 34.31
-13840000 28.5
-13550000 -28.23
-13460000 -36.23
-13260000 -42.81
-13110000 -38.13
-12960000 -32.27
-12420000 71.9
-11810000 83.82
-11300000 87.75
-11170000 88.24
-11110000 85.05
-10870000 79.67
-10600000 70.39
-10170000 68.14
-10170000 69.67
-9990000 67.62
-9940000 1.59
-9730000 -14.32
-9510000 61.46
-9260000 -21.99
-9080000 -27.83
-8880000 -25.97
-8740000 -20.33
-8300000 31
-7960000 46.17
-7640000 55.07
-7330000 54.76
-7020000 51.32
-6980000 41.15
-6810000 28.06
-6730000 -62.53
-6530000 -69.66
-6430000 -75.06
-6380000 -62.69
-6330000 -72.97
-6220000 -68.1
-6060000 11.37
-6020000 16.48
-6000000 15.86
-5910000 10.99
-5820000 -24.61
-5740000 -60.11
-5380000 -67.02
-5080000 -71.55
-5020000 -64.17
-4650000 -3.54
-4190000 7.73
-3870000 16.42
-3530000 6.17
-3430000 -75.45
-3300000 -2.69
-2870000 -79.54
-2730000 -77.67
-2530000 -73.65
-2420000 -0.89
-2110000 13.09
-1700000 19.51
-1360000 18.02
-1140000 11.33
-1060000 1.39
-760000 -78.92
-450000 -79.63
-250000 1.26
0 0
